Episode,Reward,Loss
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,2.7629875559656396,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,1.2339567274659002,0.0
20,0.0,0.0
21,0.715376580364218,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,4.427182292154305,0.0
29,0.0,0.0
30,0.0,0.0
31,1.9053764149259833,0.0
32,1.3819695676009927,0.07140719145536423
33,1.2966825891301528,0.06992749497294426
34,1.5382018730988212,0.07635432481765747
35,0.0,0.07961153984069824
36,0.0,0.06690220162272453
37,6.406130319742828,0.08672489784657955
38,2.701714380942964,0.06660453975200653
39,0.0,0.09453210234642029
40,1.5283788721236187,0.12480150908231735
41,0.0,0.14352276921272278
42,0.0,0.09465416520833969
43,2.130181396433574,0.1317257210612297
44,0.0,0.1422674059867859
45,0.0,0.14842985570430756
46,0.0,0.14895932376384735
47,0.0,0.13553453981876373
48,0.8464704932635074,0.08788480050861835
49,0.0,0.14042462408542633
50,0.0,0.11046909913420677
51,0.0,0.13920000195503235
52,4.678146621636017,0.09397824294865131
53,0.0,0.11619320511817932
54,3.746333760055741,0.12644710888465246
55,0.0,0.10295289009809494
56,0.0,0.08515217900276184
57,0.0,0.09633654356002808
58,2.098450658099636,0.16684191673994064
59,0.0,0.12972554564476013
60,0.0,0.18939511477947235
61,0.0,0.1254277601838112
62,0.0,0.12835659459233284
63,0.0,0.09752531349658966
64,0.0,0.14670710265636444
65,0.0,0.0690673217177391
66,0.0,0.11820628494024277
67,1.6481583201270447,0.10668078809976578
68,2.2138466361669407,0.1546429544687271
69,0.0,0.08619271218776703
70,0.0,0.1841118335723877
71,0.0,0.10243484377861023
72,0.0,0.099791519343853
73,0.0,0.1361558511853218
74,0.0,0.09009625017642975
75,0.0,0.08954216539859772
76,0.0,0.07573486864566803
77,0.0,0.0927327424287796
78,0.0,0.06680503487586975
79,3.230121159831064,0.11455880478024483
80,0.0,0.07467082887887955
81,0.0,0.10940910875797272
82,0.0,0.10070861130952835
83,0.0,0.04725169017910957
84,0.0,0.13634127378463745
85,0.0,0.06930392235517502
86,0.0,0.11164852604269981
87,0.0,0.12800286710262299
88,0.0,0.08748149126768112
89,0.0,0.1462562084197998
90,0.0,0.05160628259181976
91,0.0,0.07506825029850006
92,0.0,0.04487297683954239
93,0.0,0.08823647350072861
94,0.36671759748615307,0.12373821064829826
95,0.0,0.0844993144273758
96,0.0,0.047530896961688995
97,0.0,0.09939491748809814
98,0.0,0.16345582902431488
99,0.0,0.14463959634304047
100,0.0,0.17316307127475739
101,0.0,0.11959290504455566
102,0.0,0.08912959570686023
103,0.0,0.09777691215276718
104,0.0,0.12752409279346466
105,0.6089710605774225,0.057821741327643394
106,0.0,0.09161913022398949
107,0.0,0.057313308119773865
108,0.0,0.045287348330020905
109,0.0,0.031427882611751556
110,0.0,0.05590631067752838
111,0.0,0.036589041352272034
112,0.0,0.044192299246788025
113,0.0,0.04846607381477952
114,0.0,0.08321762084960938
115,3.0999689753097477,0.04436072458823522
116,0.0,0.026557449251413345
117,0.0,0.031572071835398674
118,0.0,0.0238273860886693
119,0.0,0.018911727238446474
120,4.279361068819387,0.007813103031367064
121,0.0,0.00444511588041981
122,0.0,0.006072890013456345
123,0.0,0.009418695699423552
124,3.210601802847661,0.011458848603069782
125,1.9507973029932955,0.010107133071869612
126,0.5417022601354865,0.005841605830937624
127,0.0,0.004663377068936825
128,1.2029110715968747,0.0030497838743031025
129,0.0,0.0029104103450663388
130,0.0,0.0037754143122583628
131,2.2983204468702976,0.002912528463639319
132,0.0,0.0028663357786302057
133,5.137258737967823,0.002941895043477416
134,0.0,0.0023364952066913247
135,0.0,0.06859064029995351
136,0.0,0.14090748131275177
137,0.0,0.10675285197794437
138,0.0,0.1214519515633583
139,3.847015624317545,0.08277694880962372
140,0.09696846227116593,0.10960013791918755
141,0.0,0.12499363906681538
142,2.212284021793628,0.06865128874778748
143,0.0,0.12241528928279877
144,0.0,0.10469289124011993
145,5.826568825611668,0.10310515016317368
146,0.0,0.08794590830802917
147,0.0,0.11441811174154282
148,0.0,0.09437453746795654
149,0.0,0.11991009530093935
150,2.205515196245459,0.1384357400238514
151,2.465012083427267,0.09236929938197136
152,0.0,0.14532196521759033
153,6.597451568324393,0.13000873724619547
154,5.817974131149412,0.11911791030849729
155,0.0,0.11849527060985565
156,0.0,0.19059719145298004
157,0.0,0.11247025430202484
158,0.0,0.07371965050697327
159,0.0,0.13609567359089852
160,4.5919496411319365,0.11071285605430603
161,0.0,0.12268661707639694
162,9.33073132960469,0.08963164463639259
163,0.0,0.14356810599565506
164,0.0,0.09589609214001232
165,6.340652397367512,0.14841389656066895
166,0.0,0.10888880863785744
167,0.0,0.1222832016646862
168,0.0,0.1619754070416093
169,1.9138700410236171,0.1219466831535101
170,0.0,0.07289864309132099
171,5.887773905060089,0.12453136051243002
172,8.08775044030989,0.12973851710557938
173,0.0,0.16511079668998718
174,3.459982321018362,0.15808611114819845
175,0.0,0.18162035942077637
176,0.054233951774569696,0.17083018024762472
177,9.190024890632552,0.14543400146067142
178,3.4077952326089216,0.12470689912637074
179,2.7064239821081713,0.1365986317396164
180,0.0,0.14231545776128768
181,0.0,0.15477522183209658
182,3.7845813818867966,0.11699341796338558
183,2.4349969916671252,0.1307235782345136
184,0.0,0.15504579139607294
185,3.600489905733492,0.13510566328962645
186,0.0,0.13516883380137956
187,0.3265453562999104,0.13364182909329733
188,0.0,0.1709289774298668
189,0.0,0.12230034321546554
190,0.0,0.19587568938732147
191,0.0,0.09033781290054321
192,0.0,0.14093584939837456
193,2.97100750149986,0.13116137571632863
194,0.0,0.12293299618694517
195,0.0,0.15209506452083588
196,0.9336193198350402,0.16242817044258118
197,0.0,0.18848226219415665
198,5.813245802118516,0.17901658415794372
199,0.0,0.12422020733356476
200,0.0,0.143113411962986
201,4.040481686614542,0.14805804938077927
202,0.0,0.16299022237459818
203,0.0,0.1318165510892868
204,1.5209834573837149,0.16952958703041077
205,0.0,0.17454155534505844
206,0.0,0.12670910656452178
207,0.0,0.138748899102211
208,0.5761685498289518,0.1546885445713997
209,2.255628300761082,0.13801569398492575
210,0.0,0.08282233774662018
211,0.016635537594103286,0.12657997710630298
212,0.0,0.15426415701707205
213,0.0,0.19931253790855408
214,0.0,0.12373872846364975
215,0.0,0.1341746842695607
216,1.8597280765815505,0.07773585120836894
217,0.0,0.15507186452547708
218,6.090603975950979,0.13001645356416702
219,0.0,0.10684737712144851
220,3.651785608115561,0.16852471232414246
221,3.646649300037334,0.09103342642386754
222,0.0,0.09908933192491531
223,1.5639808040955319,0.14012732915580273
224,4.18369129771431,0.11746122688055038
225,0.0,0.11402733027935028
226,0.464697091097033,0.16119170933961868
227,0.0,0.1133446330204606
228,0.0,0.12682612612843513
229,0.0,0.07975271344184875
230,3.730436615059983,0.07974432657162349
231,6.375701480958019,0.09954828893144925
232,0.0,0.10012896358966827
233,4.188957146693598,0.13595910370349884
234,3.767195912465056,0.13205496221780777
235,0.0,0.10285160597413778
236,0.0,0.13994057849049568
237,3.106986883519289,0.13332680116097131
238,0.0,0.07009327411651611
239,0.0,0.10207995133740562
240,2.175670341491647,0.09316133459409077
241,0.0,0.10184038407169282
242,0.0,0.12098542932007048
243,6.80426735123737,0.11756666998068492
244,0.0,0.0925220176577568
245,0.0,0.1392621397972107
246,0.0,0.09990320603052776
247,0.0,0.116420216858387
248,4.176774870848811,0.13686783611774445
249,0.0,0.0696452334523201
250,1.7602935343711799,0.0969032992919286
251,4.348977487027653,0.10947774882827487
252,4.87722702993328,0.11666184233931395
253,0.0,0.09902960062026978
254,5.368546709733397,0.10185206681489944
255,3.0262569524253506,0.1336044818162918
256,0.0,0.0941033586859703
257,0.0,0.10549868729252082
258,0.0,0.09295883898933728
259,8.592099023813883,0.11470670402050018
260,4.365637578333822,0.10754822194576263
261,2.9771600543334116,0.10897792726755143
262,1.9081752570517838,0.09295464120805264
263,0.0,0.12318464616934459
264,7.781388953309992,0.10290078073740005
265,3.009511987773522,0.1338567744408335
266,5.411673039105717,0.09333446994423866
267,7.703959517141919,0.0960455596446991
268,8.442893071910174,0.1407628059387207
269,5.127884920045654,0.12662986479699612
270,0.0,0.10383746773004532
271,4.748044570289973,0.16126560792326927
272,0.0,0.16848129034042358
273,0.0,0.06154637038707733
274,8.350236306199353,0.18095215037465096
275,0.0,0.1205675732344389
276,7.800002611105343,0.11280755947033565
277,0.21478277858553155,0.1384466215968132
278,3.92230393670304,0.14809636026620865
279,0.0,0.12749777268618345
280,3.403813924833243,0.15965689222017923
281,0.0,0.13278112477726406
282,0.0,0.1360287219285965
283,0.0,0.14890513403548133
284,4.386684815852963,0.12431001849472523
285,3.030199827502863,0.0945422425866127
286,0.0,0.1360405691795879
287,0.0,0.16135933995246887
288,0.0,0.16856555454432964
289,0.0,0.1466459259390831
290,0.0,0.11119493354971592
291,0.0,0.10988662888606389
292,0.0,0.11720696091651917
293,0.0,0.13595560292402903
294,7.87561964463419,0.11316859935011182
295,0.0,0.1791396290063858
296,0.0,0.10458424004415671
297,0.0,0.11988642066717148
298,5.23674948198755,0.1502986282110214
299,0.0,0.15117887804905575
300,0.0,0.1052238941192627
301,0.0,0.13069577089377812
302,0.0,0.14577292583205484
303,5.529173592570939,0.15207237005233765
304,0.0,0.08636410534381866
305,0.12333825217114495,0.10036347646798406
306,0.0,0.14541681376951082
307,4.007613909924435,0.13745462521910667
308,0.0,0.1350894272327423
309,0.0,0.12894383463121595
310,0.0,0.17306208610534668
311,7.660684931955348,0.14492490291595458
312,0.0,0.15063570180664893
313,8.537754402103037,0.12576780915260316
314,5.236893390929341,0.11068419367074966
315,4.738150361638773,0.13331051915884018
316,0.0,0.18170219659805298
317,0.0,0.20130303502082825
318,4.813886147838318,0.11040640249848366
319,3.9593334444753245,0.12389684095978737
320,0.0,0.1328956127166748
321,0.0,0.1328487065346802
322,4.339766046150568,0.10693681426346302
323,5.799471207051177,0.1562187485396862
324,0.0,0.13177120933930078
325,0.0,0.11171725965463199
326,0.0,0.10878524836152792
327,2.32417552530524,0.09214670645693938
328,0.0,0.1253651955298015
329,4.2680251484291745,0.09871869161725044
330,2.426496329501415,0.12779665241638818
331,0.0,0.12664873898029327
332,0.0,0.10833274014294147
333,4.268594223761473,0.11926798957089584
334,9.62468282872359,0.12292871003349622
335,0.0,0.15364239116509756
336,7.316027980913176,0.10773097574710847
337,0.025309827914199605,0.11030834168195724
338,4.1504304734603386,0.12674005861793244
339,1.7711848397397731,0.13103904403173006
340,0.0,0.13696656934916973
341,0.0,0.10228598117828369
342,3.7755507791074536,0.14814027895530066
343,5.565234501453169,0.13973123878240584
344,0.46125270473720514,0.11143631041049958
345,0.0,0.14828480035066605
346,0.0,0.13069371576420963
347,0.0,0.09552927017211914
348,1.0215218614622186,0.13556642416450712
349,0.0,0.1218582088748614
350,0.0,0.18728642165660858
351,6.77626579518972,0.140426866710186
352,0.0,0.1422148495912552
353,2.7804246993936723,0.12065845976273219
354,0.11030490280150121,0.12173879891633987
355,0.0,0.15769313871860505
356,1.9987486672696995,0.11728040022509438
357,4.659736471399579,0.08487022916475932
358,6.403501349718266,0.13333753645420074
359,3.1989785640474446,0.10058654472231865
360,0.0,0.11092341352592815
361,1.2911258648031416,0.12954515335150063
362,0.5093402025860528,0.11711495959510405
363,0.0,0.04957834631204605
364,3.837674154389756,0.13411070555448532
365,0.0,0.13216752856969832
366,3.8593320736106502,0.11259934492409229
367,3.0298441728089864,0.10569142053524654
368,0.0,0.10001620976254344
369,4.281028663757589,0.1433338090777397
370,0.0,0.08375184237957001
371,0.0,0.1199252237048414
372,0.0,0.16592817567288876
373,6.593279562394707,0.14139290899038315
374,0.373759941373623,0.09863553568720818
375,2.021225570989199,0.14849703898653388
376,2.4673444310474237,0.12265471648424864
377,0.0,0.12871383056044577
378,5.3867553186659975,0.09927632287144661
379,0.0,0.1236424201301166
380,3.6012131176117097,0.13120705634355545
381,2.8410699287229946,0.18030491098761559
382,3.7932818491170703,0.11368518136441708
383,3.565041094546872,0.11137685477733612
384,0.0,0.14531619598468146
385,0.0,0.18501806259155273
386,0.0,0.09096197783946991
387,0.0,0.10681479213138421
388,4.2677259937936345,0.188525028526783
389,0.0,0.11814807914197445
390,1.0930321923468322,0.102521684552942
391,4.166963710076338,0.15695539489388466
392,2.5956164318817443,0.12721758633852004
393,0.0,0.12046823538839817
394,0.0,0.18913967907428741
395,0.0,0.1767302304506302
396,0.0,0.10881798770278692
397,0.0,0.07746075931936502
398,0.0,0.09310593456029892
399,0.0,0.1335966020822525
400,2.429231775759976,0.12909422318140665
401,0.0,0.09992040693759918
402,4.387537514275886,0.10683710873126984
403,3.0941831718911867,0.12818523347377778
404,0.0,0.08849019929766655
405,0.0,0.13297314445177713
406,3.3375911502911126,0.13259369432926177
407,2.3909955095815203,0.10743046241501968
408,4.639001923262077,0.1435478925704956
409,0.0,0.20625242590904236
410,3.5574060510054752,0.13914373765389124
411,0.0,0.10790608279608391
412,4.74988532915242,0.13095820993185042
413,1.3687492770071006,0.12100190603557755
414,0.0,0.12152457796037197
415,1.6926761020145749,0.11287060379981995
416,1.1504123172815328,0.11442820727825165
417,3.0594908123059854,0.12919319917758307
418,5.0890055827327325,0.12763216719031334
419,0.0,0.11013925820589066
420,3.877409006835224,0.1358580719679594
421,1.7902279205246165,0.13222513986485346
422,0.0,0.12640123441815376
423,0.0,0.11919138319790364
424,6.335787998747908,0.12110283225774765
425,5.593688455726304,0.11036025236050288
426,3.5676121612412057,0.079248641928037
427,3.301762583694031,0.12141260132193565
428,4.055463825823426,0.10412530414760113
429,3.9787432461340653,0.12461026757955551
430,0.0,0.10207558795809746
431,5.34796142605857,0.09346500784158707
432,0.0,0.16428793470064798
433,2.7643446715744746,0.1243157908320427
434,0.0,0.10012732446193695
435,0.0,0.2121327519416809
436,0.0,0.15640177205204964
437,1.4362708655365326,0.1352906972169876
438,7.439590794584294,0.11805277069409688
439,4.837294827838238,0.12778636068105698
440,4.241121240395001,0.15073763020336628
441,0.0,0.12357297220400401
442,2.8206211775101875,0.10995185375213623
443,3.453121500282123,0.09469148640831311
444,0.0,0.12002791158663921
445,0.0,0.1770908236503601
446,0.0,0.14663036093115805
447,0.12509938108644042,0.16678392887115479
448,0.0,0.0994144572565953
449,0.0,0.1153310829630265
450,6.4976238403245805,0.11260594613850117
451,2.3256099041954665,0.11646771265400781
452,5.305853416099376,0.1526370346546173
453,4.286090047438904,0.13059958815574646
454,4.534473348150204,0.14086909219622612
455,2.8345338191560536,0.09557414303223292
456,4.119958376166472,0.13266628483931223
457,4.376088823267251,0.09674316644668579
458,2.363373430125979,0.12373794429004192
459,0.0,0.12315286695957184
460,0.0,0.1430365853011608
461,5.719517684169399,0.14338044077157974
462,3.7908025332297917,0.0986532773822546
463,3.0035369752640437,0.11366869923141268
464,4.638472507842816,0.18127602338790894
465,0.0,0.12278017401695251
466,1.6766800153898531,0.15833132527768612
467,3.378038266669835,0.13088114683826765
468,0.0,0.1443496334552765
469,3.4492510341974087,0.13963519595563412
470,0.0,0.13041140288114547
471,0.0,0.1521066427230835
472,5.2397077537520245,0.1443052738904953
473,3.050734604698966,0.0968734435737133
474,3.643009729946014,0.12467263489961625
475,2.229565827488946,0.11424970906227827
476,4.514466950031461,0.09916721036036809
477,4.390998506048368,0.12781107984483242
478,0.0,0.12045335601128283
479,4.165035602458608,0.11370212752372026
480,2.6599994905722864,0.13174092397093773
481,0.0,0.10079407505691051
482,0.0,0.11214959248900414
483,5.379528406173335,0.1331746776898702
484,0.0,0.144573874771595
485,2.040654329614283,0.10835879600860855
486,2.319408390465401,0.11960847194616993
487,4.634792163958719,0.1312107527628541
488,0.0,0.12264106944203376
489,3.794322961686649,0.13753764517605305
490,3.648052268833068,0.1014831930398941
491,9.39903120261895,0.15182960405945778
492,5.2633450617631095,0.1007968137661616
493,0.0,0.09062540531158447
494,6.624460795555622,0.09121672933300336
495,0.0,0.048280540853738785
496,0.0,0.1170908484607935
497,0.0,0.12129154242575169
498,3.913040347090891,0.15101691832145056
499,3.239202293744738,0.11383023485541344
500,0.0,0.11971109413674899
501,0.0,0.10920435215036074
502,3.665327633511082,0.10861546918749809
503,2.115746588648929,0.09610775765031576
504,0.0,0.10953591453532378
505,0.0,0.10988814197480679
506,0.0,0.11951547339558602
507,0.0,0.09282977879047394
508,0.0,0.1041574003174901
509,0.0,0.09034524361292522
510,2.9231971283503837,0.1206564798951149
511,6.35828138879851,0.13520061373710632
512,0.0,0.1145304786041379
513,0.0,0.12555070157561984
514,2.1744381082323607,0.11073282361030579
515,0.0,0.0896960666610135
516,2.735507004522679,0.10862397721835546
517,3.6991353692897757,0.10587009787559509
518,5.028781245748995,0.1003650575876236
519,0.5712786722428056,0.11408288776874542
520,1.4652634740291166,0.11029929419358571
521,3.687136023460333,0.12365130241960287
522,0.0,0.20623821020126343
523,5.343999819790693,0.08520622178912163
524,4.533578543551094,0.13341625117593342
525,2.1429625057880877,0.11547364418705304
526,3.010027666546419,0.09726474666967988
527,0.0,0.09995462853265435
528,0.0,0.08193286259969075
529,0.0,0.11882530897855759
530,0.0,0.12370064854621887
531,2.6191180302930235,0.11539937644020508
532,2.0825354525323756,0.11316568297999245
533,5.5305086971758755,0.11004035236934821
534,0.0,0.10993859597614833
535,6.005390361419129,0.11929324695042201
536,5.259267730255904,0.15272406488656998
537,3.322252698876548,0.09867137546340625
538,2.586288302303554,0.10968047908196847
539,2.586742843774455,0.10411623617013295
540,3.990885121172088,0.09244136263926823
541,3.2694405728982896,0.13534320252282278
542,2.76431636947512,0.08142387643456458
543,0.0,0.1526046134531498
544,5.926600928883689,0.12198532558977604
545,2.982850285296223,0.1174324844032526
546,5.991206425835003,0.11971085146069527
547,7.63550762249087,0.12566974759101868
548,0.06686198936933307,0.11145260711682253
549,0.0,0.09962832058469455
550,0.0,0.1217237382772423
551,6.777834586960689,0.11360990504423778
552,2.2087316200981366,0.13021877110004426
553,4.040793580723493,0.11365062495072682
554,0.0,0.10128466541377398
555,4.651230451748839,0.10951559692621231
556,4.492919472014776,0.12631149776279926
557,0.0,0.09345483034849167
558,0.0,0.10740977744845782
559,0.0,0.1288718655705452
560,2.3626335837848806,0.10411122255027294
561,2.923637522666755,0.12340880930423737
562,2.2569458724915608,0.13777504364649454
563,3.5092487711488474,0.11461391765624285
564,4.5982887154121554,0.10860980488359928
565,2.455577963187543,0.0960549358278513
566,4.38687166237356,0.09779868042096496
567,2.5589999024799726,0.12177501618862152
568,3.435640128866234,0.10743142064893618
569,2.782977796649497,0.09908466902561486
570,5.433801274152598,0.09358161439498265
571,0.0,0.09428581438566509
572,3.852958796923176,0.0831269035520761
573,2.935353108028839,0.0997600007802248
574,3.4856805650929235,0.1259155198931694
575,2.0038907553446386,0.10139043192411291
576,0.0,0.1310187727212906
577,5.044148971641321,0.03961607255041599
578,6.405248343493152,0.11479476373642683
579,5.155560038626461,0.09462432283908129
580,6.564409631215456,0.046659862622618675
581,0.0,0.13410285115242004
582,0.0,0.10528328195214272
583,5.134200008831457,0.12973645959909147
584,1.9789931187618839,0.11146660499713
585,5.3291886923637914,0.10938718116709165
586,0.0,0.10742531311900719
587,10.322033037978573,0.09724235236644745
588,0.0,0.10537545382976532
589,0.0,0.11111979186534882
590,0.650610363598055,0.09437099418469838
591,7.658912240671136,0.09596068412065506
592,0.0,0.10800742624061448
593,3.4304247175960665,0.09680219653707284
594,0.0,0.06507020443677902
595,0.0,0.095464694264688
596,3.5461227234874677,0.10116299738486607
597,4.723015786257448,0.10999424606561661
598,1.532748874275592,0.11254626035690307
599,5.179477276714537,0.14375891909003258
600,7.391490931264979,0.09810585714876652
601,0.0,0.10395842384208333
602,0.0,0.10028276219964027
603,0.0,0.07897675344720483
604,0.0,0.07653942704200745
605,3.496493847325595,0.11489001959562302
606,4.382304765008403,0.08906704410910607
607,2.9492417150844483,0.10190054575602213
608,5.927284970989193,0.09797502200429638
609,3.1775406649856284,0.09786421433091164
610,2.5149137746002515,0.07993337192705699
611,5.036437832827958,0.09262881924708684
612,3.044365773006014,0.08717610302471346
613,7.529519031285188,0.09028594195842743
614,0.0,0.08627821756526828
615,3.407879653085336,0.07899907479683559
616,2.7245375067593858,0.08809135481715202
617,3.5479357269704233,0.08753334917128086
618,0.0,0.10785882920026779
619,3.8428209189005975,0.08593544363975525
620,0.0,0.08256375541289647
621,4.823872462851318,0.10464406944811344
622,0.0,0.09560343508536999
623,3.3520211404762397,0.1129895031452179
624,1.8269383778789567,0.09199157773571856
625,0.0,0.09969004616141319
626,4.893046310276198,0.08391046275695165
627,5.279294622404734,0.1088284154733022
628,5.129208091751761,0.12002616748213768
629,5.340369751990448,0.10949972106350793
630,0.0,0.11480823407570521
631,10.370556768933998,0.08238334208726883
632,6.111881911143242,0.15090468029181162
633,7.78909647646124,0.10237629959980647
634,4.6093392119700445,0.12862900085747242
635,0.0,0.10573789790272713
636,3.7608853794432524,0.1029103414288589
637,4.039388648466127,0.09154061103860538
638,4.686081043795479,0.08786892592906952
639,6.831998099575647,0.0964783990177615
640,6.4975852602875905,0.08712862742443879
641,2.1112685220001373,0.1099143736064434
642,6.599505079256414,0.09617744199931622
643,0.0,0.1119884998701951
644,9.459732144502276,0.09629157036542893
645,0.0,0.19841860234737396
646,2.161683609002609,0.12569316815246234
647,4.99090580740923,0.11884888344340855
648,4.735992669713842,0.10454922169446945
649,0.0,0.11490312011705504
650,4.682012979884862,0.11313364778955777
651,4.725844624920153,0.11886871606111526
652,2.1713737229475543,0.12016720668627666
653,3.1004942546348624,0.12715356051921844
654,8.010811567187607,0.13531356006860734
655,4.625934683533365,0.1250110020970597
656,6.094982251019952,0.1285181324928999
657,0.0,0.13341831540067992
658,0.0,0.11471250067864146
659,5.554826646260372,0.12107174595197041
660,2.4773726255774426,0.0989006193620818
661,5.291984970943684,0.05734187364578247
662,0.0,0.119699134118855
663,0.0,0.14286942780017853
664,0.0,0.09500356189906597
665,4.029734072048801,0.08778716499606769
666,0.0,0.09819771693303035
667,2.470689691490437,0.07910540575782458
668,2.699476659295532,0.11140880547463894
669,0.0,0.09757340423762799
670,3.44668816482,0.09855082834308798
671,1.9238300262255077,0.10168789029121399
672,4.257939700756164,0.0746691320091486
673,6.128629205210576,0.08870750753318563
674,5.021648170264192,0.09894426379884992
675,5.370773503312221,0.10059038549661636
676,6.429191343120801,0.0969382245093584
677,0.9636556084940128,0.08045935444533825
678,4.177219190304509,0.09000554829835891
679,0.0,0.08347567334771157
680,2.8163502561742733,0.11055002982417743
681,7.97676952296666,0.10171538405120373
682,2.9986981446175776,0.08862299658358097
